gender_exclusive,gender_inclusive,difficulty,origin
"Esto no siempre lo comprenden los historiadores tradicionales, pues estos historiadores piensan que la Hacienda es el territorio propio de unos especialistas dedicados a acumular cifras y textos legales, sin preocupación alguna por las realidades de los humanos. Lo malo es que, con esta segregación, los especialistas de Hacienda se sienten empujados a la investigación especializada de sus cosas, sin profundizar en su contexto político y económico. Y los investigadores de la política y la economía se privan de herramientas indispensables para comprender los problemas que investigan.","Esto no siempre se comprende en la historia tradicional, pues se parte de que la investigación sobre la Hacienda es el territorio propio de una especialidad dedicada a acumular cifras y textos legales, sin preocupación alguna por las realidades humanas. Lo malo es que, con esta segregación, los estudios sobre este campo se concentran en la propia disciplina, sin profundizar en su contexto político y económico. Y quienes analizan la política y la economía se privan de herramientas indispensables para comprender los problemas que investigan.",otros,guia_IEM
"No obstante , la información exacta sobre lo que se le paga a una persona liberada sindical no debe revelarse sin autorización de la interesada","No obstante , la información exacta sobre lo que se le paga a una persona liberada sindical no debe revelarse sin autorización de la persona interesada",dificultades_variadas,neutral_es
quienes expongan deberán llegar con media hora de antelación,quienes expongan deberán llegar con media hora de antelación,no_cambia,neutral_es
El proyecto fue completado por los restantes miembros del equipo.,El proyecto fue completado por el resto de miembros del equipo.,parafrasis,GPT-3.5_fs_multiplication
Los estudiantes que no estén inscritos no podrán acceder al examen,El estudiantado que no se haya inscrito no podrá acceder al examen,parafrasis,GPT-3.5_fewshot
Es crucial crear espacios inclusivos para los transexuales en la sociedad.,Es crucial crear espacios inclusivos para las personas transexuales en la sociedad.,terminologia,GPT-3.5_fewshot
La ministra López presentó el plan de salud.,La ministra López presentó el plan de salud.,nombres_propios,GPT-3.5_fewshot
Con estas charlas se mejorará su capacidad para atender rápidamente a los pacientes extranjeros,Con estas charlas se mejorará su capacidad para atender rápidamente a pacientes extranjeros,dificultades_variadas,neutral_es
Los consejeros ofrecen orientación y apoyo a los estudiantes.,La consejería ofrece orientación y apoyo a los estudiantes.,plurales,GPT-3.5_CaDi
Anímate hazte socia y forma parte de nuestra asociación,Anímate asóciate y forma parte de nuestra asociación,dificultades_variadas,neutral_es
Es importante cubrir las carencias que presenta el personal promotor incorporando personal con un perfil diferente para compensar los errores pasados,Es importante cubrir las carencias que presenta el personal promotor incorporando personal con un perfil diferente para compensar los errores pasados,no_cambia,neutral_es
Los veterinarios cuidan la salud y el bienestar de los animales.,Los veterinarios y veterinarias cuidan la salud y el bienestar de los animales.,plural_complejo,GPT-3.5_fs_multiplication
La tradición festiva valenciana atrae a visitantes de todo el mundo y a los valencianos.,La tradición festiva valenciana atrae a visitantes de todo el mundo y al pueblo valenciano.,culturas,GPT-3.5_fewshot
Los prestamistas otorgaron créditos a quienes lo necesitaban.,Las y los prestamistas otorgaron créditos a quienes lo necesitaban.,plurales,GPT-3.5_CaDi
La integración de los migrantes y sus familias en la comunidad es fundamental para promover la diversidad y la inclusión.,La integración de la población migrante en la comunidad es fundamental para promover la diversidad y la inclusión.,otros,GPT-3.5_fewshot
Los niños se divirtieron en el parque de atracciones.,Las niñas y niños se divirtieron en el parque de atracciones.,plural_complejo,GPT-3.5_fs_multiplication
"Bienvenidos , ¡registraos ahora y permitidnos que os ayudemos!","Os saludamos , ¡registraos ahora y permitidnos que os ayudemos!",dificultades_variadas,neutral_es
El cojo caminaba con dificultad debido a su lesión en la pierna.,La persona que cojeaba caminaba con dificultad debido a su lesión en la pierna.,terminologia,GPT-3.5_fs_multiplication
¿ Qué cantidad quieres?,¿ Qué cantidad quieres?,no_cambia,neutral_es
Los australianos son expertos en surf,En Australia son especialistas en surf,culturas,GPT-3.5_fs_multiplication
La empresa se compromete a proporcionar toda la información necesaria al interesado durante el proceso de contratación.,La empresa se compromete a proporcionar toda la información necesaria a la persona interesada durante el proceso de contratación.,otros,GPT-3.5_fewshot
"Con habilidades excepcionales,  Rafael era un bombero estupendo","Con habilidades excepcionales,  Rafael era un bombero estupendo",feminizar_profesiones,human_combinatory
Tenemos que cubrir las carencias que presenta el promotor incorporando personal con un perfil diferente para compensar los errores pasados,Tenemos que cubrir las carencias que presenta el personal promotor incorporando personal con un perfil diferente para compensar los errores pasados,plural_complejo,neutral_es
El personal que no esté familiarizado con el procedimiento no podrá llevarlo a cabo,El personal que no conozca el procedimiento no podrá llevarlo a cabo,parafrasis,GPT-3.5_fewshot
Se contó con la presencia de unos ciento cincuenta participantes,Se contó con la presencia de aproximadamente ciento cincuenta participantes,dificultades_variadas,neutral_es
Las organizadoras Mónica Torres y Francisca Sánchez coordinaron la logística del evento,Las organizadoras Mónica Torres y Francisca Sánchez coordinaron la logística del evento,nombres_propios,GPT-3.5_fewshot
Unos dos mil asistentes,Aproximadamente dos mil asistentes,parafrasis,guía_CCGG
Los taxistas llevaron a los pasajeros a su destino de manera segura.,El personal del taxi llevó a los pasajeros a su destino de manera segura.,plurales,GPT-3.5_CaDi
"aquellas que necesiten ayuda , que acudan al mostrador","quienes necesiten ayuda , que acudan al mostrador",dificultades_variadas,neutral_es
Te animamos a participar como candidato antes del 20 de marzo de este año.,Te animamos a presentar tu candidatura antes del 20 de marzo de este año.,dificultades_variadas,neutral_es
"En consecuencia , la cuantía económica estipulada podrá asignarse a los candidatos seleccionados en una ceremonia","En consecuencia , la cuantía económica estipulada podrá asignarse a las candidaturas seleccionadas en una ceremonia",dificultades_variadas,neutral_es
Literatura infantil,Literatura infantil,no_cambia,neutral_es
La consultora realizó un análisis exhaustivo de la situación financiera.,La consultoría realizó un análisis exhaustivo de la situación financiera.,plural_neutro,GPT-3.5_fewshot
Todos los ponentes al congreso obtendrán un dossier explicativo,Cada ponente al congreso obtendrá un dossier explicativo,dificultades_variadas,neutral_es
Los delegados visitaron varias instituciones,La delegación visitó varias instituciones,plural_neutro,GPT-3.5_fewshot
Los dependientes necesitan ayuda para cargar las cajas pesadas.,Las personas dependientes necesitan ayuda para cargar las cajas pesadas.,plurales,GPT-3.5_CaDi
Los agentes de policía velan por la seguridad de la ciudadanía.,Las y los agentes de policía velan por la seguridad de la ciudadanía.,plurales,GPT-3.5_CaDi
Los ancianos merecen respeto y cuidados en su vejez.,Las personas de la tercera edad merecen respeto y cuidados en su vejez.,terminologia,GPT-3.5_fs_multiplication
Aprecio que seáis vosotros quienes me lea algo,Aprecio que alguna persona me lea algo,dificultades_variadas,neutral_es
La comunidad transexual lucha por la igualdad de derechos.,La comunidad de personas transexuales lucha por la igualdad de derechos.,terminologia,GPT-3.5_fs_multiplication
Esta decisión afecta a los ciudadanos cántabros,Esta decisión afecta a la población cántabra,dificultades_variadas,neutral_es
Podrán presentar su candidatura los detectives que quieran,Podrá presentar su candidatura cualquier detective que quiera,parafrasis,GPT-3.5_fs_multiplication
La distribuidora coordinó la logística del transporte de mercancías.,La distribución coordinó la logística del transporte de mercancías.,plural_neutro,GPT-3.5_fewshot
Los premiados subieron al escenario para recibir su reconocimiento.,Los premiados y premiadas subieron al escenario para recibir su reconocimiento.,plurales,GPT-3.5_CaDi
Los cosmetólogos ofrecen tratamientos de belleza en el spa.,El cuerpo profesional de cosmetología ofrece tratamientos de belleza en el spa.,plurales,GPT-3.5_CaDi
Las consultoras presentaron recomendaciones para mejorar la eficiencia operativa.,La consultoría presentó recomendaciones para mejorar la eficiencia operativa.,plural_neutro,GPT-3.5_fewshot
Los sumilleres recomendaron los mejores vinos a los comensales.,Las y los sumilleres recomendaron los mejores vinos a los comensales.,plurales,GPT-3.5_CaDi
Todos son iguales ante la ley y tienen derecho sin discriminación a igual protección de la ley,Los humanos son iguales ante la ley y tienen derecho sin discriminación a igual protección de la ley,dificultades_variadas,neutral_es
Los docentes Alejandro y Manuel impartirán la asignatura de Dibujo Técnico.,Los docentes Alejandro y Manuel impartirán la asignatura de Dibujo Técnico.,no_cambia,neutral_es
Es importante cubrir las carencias que presenta el equipo promotor incorporando personal cualificado con un perfil diferente para compensar los errores pasados,Es importante cubrir las carencias que presenta el equipo promotor incorporando personal cualificado con un perfil diferente para compensar los errores pasados,no_cambia,neutral_es
"A pesar de su juventud,  la hermana de Ignacio es una soldado bastante mala","A pesar de su juventud,  la hermana de Ignacio es una soldado bastante mala",feminizar_profesiones,human_combinatory
la prima de Manuel trabaja de fotógrafo y toca el piano y compone sus propias melodías.,la prima de Manuel trabaja de fotógrafa y toca el piano y compone sus propias melodías.,feminizar_profesiones,human_combinatory
Los ingenieros japoneses son líderes en innovación tecnológica.,La comunidad ingeniera japonesa es líder en innovación tecnológica.,plural_complejo,GPT-3.5_fewshot
Las profesoras Sofía García y Juana Martínez impartieron clases de matemáticas avanzadas,Las profesoras Sofía García y Juana Martínez impartieron clases de matemáticas avanzadas,nombres_propios,GPT-3.5_fewshot
Se espera que los clientes respeten las normas de conducta en el establecimiento.,Se espera respetar las normas de conducta en el establecimiento.,omision,GPT-3.5_fewshot
Los espeleólogos exploran las cuevas en busca de nuevas cavernas.,Las y los profesionales de la espeleología exploran las cuevas en busca de nuevas cavernas.,plurales,GPT-3.5_CaDi
Los profesores Leo y Daniel impartirán el temario de Lengua Castellana.,Los profesores Leo y Daniel impartirán el temario de Lengua Castellana.,no_cambia,neutral_es
